city_name,city_id,lat,lng,city_temp,city_hum,cloudiness,city_wind,url
Príncipe,2410878,1.436092,8.254765,80.35,100,56,9.19,http://api.openweathermap.org/data/2.5/weather?lat=1.436092&lon=8.254765&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Zomba,923295,-15.3460405,35.267302,67.93,98,80,3.27,http://api.openweathermap.org/data/2.5/weather?lat=-15.3460405&lon=35.267302&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Seliyarovo,1492810,62.0706005,69.848071,0.65,64,56,3.38,http://api.openweathermap.org/data/2.5/weather?lat=62.0706005&lon=69.848071&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Teberda,483873,43.2442265,41.554700,18.79,85,0,1.25,http://api.openweathermap.org/data/2.5/weather?lat=43.2442265&lon=41.554700&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Wana,1162634,32.140863,69.794821,32.51,100,88,2.04,http://api.openweathermap.org/data/2.5/weather?lat=32.140863&lon=69.794821&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Aizkraukles Rajons,461613,56.489523,25.229942,34.85,94,92,8.52,http://api.openweathermap.org/data/2.5/weather?lat=56.489523&lon=25.229942&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Anua,4034684,-23.848359,-148.429575,73.55,100,92,15.01,http://api.openweathermap.org/data/2.5/weather?lat=-23.848359&lon=-148.429575&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sanderson,5530210,29.307339,-102.269086,60.05,48,64,3.27,http://api.openweathermap.org/data/2.5/weather?lat=29.307339&lon=-102.269086&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
British Virgin Islands,3577718,18.785389,-64.052873,86,58,40,8.05,http://api.openweathermap.org/data/2.5/weather?lat=18.785389&lon=-64.052873&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kisangani,212731,0.5672185,28.080186,72.61,89,0,1.92,http://api.openweathermap.org/data/2.5/weather?lat=0.5672185&lon=28.080186&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kodiak Island Borough,5866574,56.259403,-151.859991,42.86,98,68,26.53,http://api.openweathermap.org/data/2.5/weather?lat=56.259403&lon=-151.859991&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
El Maiten,3857756,-42.0419725,-70.386609,79.63,31,80,10.87,http://api.openweathermap.org/data/2.5/weather?lat=-42.0419725&lon=-70.386609&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Muzhi,1498161,65.247579,62.331364,-9.97,52,32,2.71,http://api.openweathermap.org/data/2.5/weather?lat=65.247579&lon=62.331364&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nguigmi,2440495,15.0859595,13.453661,73.87,25,8,6.51,http://api.openweathermap.org/data/2.5/weather?lat=15.0859595&lon=13.453661&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Anta,3947634,-13.488797,-72.453267,71.6,24,75,8.05,http://api.openweathermap.org/data/2.5/weather?lat=-13.488797&lon=-72.453267&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Viengthong,7648330,20.3234955,103.550623,55.69,98,92,2.15,http://api.openweathermap.org/data/2.5/weather?lat=20.3234955&lon=103.550623&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Prince Rupert,6113406,53.9603845,-130.463724,59,33,1,5.82,http://api.openweathermap.org/data/2.5/weather?lat=53.9603845&lon=-130.463724&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bourke,7839701,-30.640827,145.352864,68.92,55,0,3.38,http://api.openweathermap.org/data/2.5/weather?lat=-30.640827&lon=145.352864&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Provideniya,4031574,64.059911,-174.373063,21.98,100,56,40.18,http://api.openweathermap.org/data/2.5/weather?lat=64.059911&lon=-174.373063&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ondjiva,3346821,-17.139965,15.874581,88.4,27,88,3.71,http://api.openweathermap.org/data/2.5/weather?lat=-17.139965&lon=15.874581&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Powderhorn,5435240,38.187931,-107.163530,24.8,35,1,2.48,http://api.openweathermap.org/data/2.5/weather?lat=38.187931&lon=-107.163530&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Taocheng,1793199,22.6971445,107.220623,57.94,62,92,4.16,http://api.openweathermap.org/data/2.5/weather?lat=22.6971445&lon=107.220623&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Forecariah,2420985,9.468380,-13.008495,84.2,51,56,6.93,http://api.openweathermap.org/data/2.5/weather?lat=9.468380&lon=-13.008495&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Moron,2029947,47.308533,109.932669,-24.24,31,24,2.93,http://api.openweathermap.org/data/2.5/weather?lat=47.308533&lon=109.932669&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Balkanabat,161616,39.3344585,53.449610,35.44,100,24,3.71,http://api.openweathermap.org/data/2.5/weather?lat=39.3344585&lon=53.449610&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Wilaya de l'Adrar,2381972,21.279311,-10.853234,66.76,23,0,2.82,http://api.openweathermap.org/data/2.5/weather?lat=21.279311&lon=-10.853234&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Apple Tree Flat,2177788,-32.7567885,149.666020,53.08,91,0,2.71,http://api.openweathermap.org/data/2.5/weather?lat=-32.7567885&lon=149.666020&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Marree,2066901,-29.956500,138.044940,71.21,34,0,11.1,http://api.openweathermap.org/data/2.5/weather?lat=-29.956500&lon=138.044940&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Carinena,3126278,41.328207,-1.207578,50.27,61,40,11.41,http://api.openweathermap.org/data/2.5/weather?lat=41.328207&lon=-1.207578&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Reyes,3906478,-13.804150,-67.441871,89.49,52,75,4.27,http://api.openweathermap.org/data/2.5/weather?lat=-13.804150&lon=-67.441871&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Rabigh,103035,22.7463025,37.610283,82.55,95,8,1.48,http://api.openweathermap.org/data/2.5/weather?lat=22.7463025&lon=37.610283&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Chibougamau,5921147,50.531771,-74.062832,-7.23,73,24,6.4,http://api.openweathermap.org/data/2.5/weather?lat=50.531771&lon=-74.062832&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ulchin,1833763,37.273108,130.269880,35.75,100,32,34.92,http://api.openweathermap.org/data/2.5/weather?lat=37.273108&lon=130.269880&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kalbarri,2068835,-27.997566,113.412756,71.89,100,20,18.25,http://api.openweathermap.org/data/2.5/weather?lat=-27.997566&lon=113.412756&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Amga,2027786,60.139100,130.655823,-36.03,0,32,3.6,http://api.openweathermap.org/data/2.5/weather?lat=60.139100&lon=130.655823&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Petrovo,608613,51.358261,52.177514,23,85,75,11.18,http://api.openweathermap.org/data/2.5/weather?lat=51.358261&lon=52.177514&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sandaun Province,2087246,-4.3345115,141.790422,73.96,92,88,2.26,http://api.openweathermap.org/data/2.5/weather?lat=-4.3345115&lon=141.790422&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Santa Quiteria,3389361,-4.3566055,-40.216106,96.37,33,20,10.76,http://api.openweathermap.org/data/2.5/weather?lat=-4.3566055&lon=-40.216106&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Menindee,2158119,-32.6523245,142.123236,62.71,74,0,4.16,http://api.openweathermap.org/data/2.5/weather?lat=-32.6523245&lon=142.123236&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Hongan Chengguanzhen,1807598,31.6505085,114.862626,26.35,91,8,2.71,http://api.openweathermap.org/data/2.5/weather?lat=31.6505085&lon=114.862626&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nasanggalau,4036024,-17.773378,-177.575241,80.3,100,44,11.99,http://api.openweathermap.org/data/2.5/weather?lat=-17.773378&lon=-177.575241&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nansio,151920,-2.2662375,33.007245,77,69,40,5.17,http://api.openweathermap.org/data/2.5/weather?lat=-2.2662375&lon=33.007245&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Gardenton,5959534,49.2104625,-96.866481,14,78,75,21.92,http://api.openweathermap.org/data/2.5/weather?lat=49.2104625&lon=-96.866481&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Aqbaqay,1526900,44.833601,72.966040,-7.09,58,8,4.72,http://api.openweathermap.org/data/2.5/weather?lat=44.833601&lon=72.966040&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Udachnyy,2014624,67.3959415,113.504484,-25.9,38,20,4.38,http://api.openweathermap.org/data/2.5/weather?lat=67.3959415&lon=113.504484&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Paamiut,3421193,62.7075305,-51.288425,33.1,100,88,11.43,http://api.openweathermap.org/data/2.5/weather?lat=62.7075305&lon=-51.288425&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
South Eleuthera District,8030557,24.538262,-76.259318,73.06,100,0,19.37,http://api.openweathermap.org/data/2.5/weather?lat=24.538262&lon=-76.259318&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Rochedo,3451004,-19.9155365,-54.844811,87.8,40,20,12.75,http://api.openweathermap.org/data/2.5/weather?lat=-19.9155365&lon=-54.844811&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Pailón,3909011,-13.072436,-64.883250,86,74,75,4.7,http://api.openweathermap.org/data/2.5/weather?lat=-13.072436&lon=-64.883250&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Région de Guelmim-Es Smara,2597551,28.582915,-8.893347,58.12,73,92,11.54,http://api.openweathermap.org/data/2.5/weather?lat=28.582915&lon=-8.893347&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Greaca,676774,44.052356,26.348916,34.68,69,0,3.36,http://api.openweathermap.org/data/2.5/weather?lat=44.052356&lon=26.348916&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
es Mercadal,6533958,40.934597,5.238979,59.38,98,92,30.78,http://api.openweathermap.org/data/2.5/weather?lat=40.934597&lon=5.238979&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Emlagh,3315550,53.5420555,-11.199071,50.02,100,68,26.75,http://api.openweathermap.org/data/2.5/weather?lat=53.5420555&lon=-11.199071&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Borisova Griva,572506,60.237200,31.069368,30.2,92,90,2.24,http://api.openweathermap.org/data/2.5/weather?lat=60.237200&lon=31.069368&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nishinoomote,1855203,30.9184425,131.427625,51.91,100,24,16.91,http://api.openweathermap.org/data/2.5/weather?lat=30.9184425&lon=131.427625&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Plumtree,882859,-20.665093,28.231452,74.18,54,64,9.19,http://api.openweathermap.org/data/2.5/weather?lat=-20.665093&lon=28.231452&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Port Stanley,6112027,42.445662,-81.175854,24.8,58,90,8.05,http://api.openweathermap.org/data/2.5/weather?lat=42.445662&lon=-81.175854&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Saint Helena,6930057,-15.093342,-5.370596,70.27,99,12,15.01,http://api.openweathermap.org/data/2.5/weather?lat=-15.093342&lon=-5.370596&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Qikiqtarjuaq,6114685,66.7521085,-61.802974,-5.16,65,12,3.6,http://api.openweathermap.org/data/2.5/weather?lat=66.7521085&lon=-61.802974&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Olekminsk,2018571,60.730199,120.790790,-41.88,0,0,2.59,http://api.openweathermap.org/data/2.5/weather?lat=60.730199&lon=120.790790&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Vel’t,475936,68.105434,47.385297,29.81,100,80,22.73,http://api.openweathermap.org/data/2.5/weather?lat=68.105434&lon=47.385297&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Mokhsogollokh,2019867,60.6508525,128.224703,-37.6,0,12,2.71,http://api.openweathermap.org/data/2.5/weather?lat=60.6508525&lon=128.224703&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Leamlara,3300045,51.953975,-8.274967,37.4,86,20,20.8,http://api.openweathermap.org/data/2.5/weather?lat=51.953975&lon=-8.274967&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ullal,1253888,12.762619,74.336275,78.8,83,12,5.06,http://api.openweathermap.org/data/2.5/weather?lat=12.762619&lon=74.336275&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Mezen,527321,65.853456,46.675163,25.45,81,88,8.3,http://api.openweathermap.org/data/2.5/weather?lat=65.853456&lon=46.675163&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
San Juan de Manapiare,3628052,5.9011615,-65.145057,74.36,55,0,2.93,http://api.openweathermap.org/data/2.5/weather?lat=5.9011615&lon=-65.145057&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Pevek,2122090,69.8962905,169.297439,-1.87,85,68,19.26,http://api.openweathermap.org/data/2.5/weather?lat=69.8962905&lon=169.297439&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Potfontein,964334,-29.9523635,24.137041,74.95,11,0,8.75,http://api.openweathermap.org/data/2.5/weather?lat=-29.9523635&lon=24.137041&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Fare,4034496,-16.0367645,-150.347576,83.05,97,12,6.73,http://api.openweathermap.org/data/2.5/weather?lat=-16.0367645&lon=-150.347576&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Simanu Sur,1686407,17.4695885,122.059760,68.2,100,80,4.72,http://api.openweathermap.org/data/2.5/weather?lat=17.4695885&lon=122.059760&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Chokurdakh,2126123,71.4450725,148.791033,-18.66,28,56,4.72,http://api.openweathermap.org/data/2.5/weather?lat=71.4450725&lon=148.791033&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Muḩāfaz̧at al Wādī al Jadīd,360483,25.711510,27.856769,58.57,54,24,7.18,http://api.openweathermap.org/data/2.5/weather?lat=25.711510&lon=27.856769&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Anren,6982850,28.4197225,119.259290,19.51,68,0,1.81,http://api.openweathermap.org/data/2.5/weather?lat=28.4197225&lon=119.259290&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Simanggang,1735799,1.3141855,111.424809,75.2,94,75,0.81,http://api.openweathermap.org/data/2.5/weather?lat=1.3141855&lon=111.424809&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kumylzhenskaya,539221,49.940909,42.852449,28.6,86,32,10.09,http://api.openweathermap.org/data/2.5/weather?lat=49.940909&lon=42.852449&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Appilly,3037371,49.596032,3.142923,35.6,93,90,21.92,http://api.openweathermap.org/data/2.5/weather?lat=49.596032&lon=3.142923&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Abbotts,2078058,-26.108648,119.172958,75.22,33,0,8.3,http://api.openweathermap.org/data/2.5/weather?lat=-26.108648&lon=119.172958&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Tiksi,2015306,72.955487,129.394203,-11.95,100,48,10.65,http://api.openweathermap.org/data/2.5/weather?lat=72.955487&lon=129.394203&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Enken,2125742,56.815901,141.192818,28.01,98,92,45.66,http://api.openweathermap.org/data/2.5/weather?lat=56.815901&lon=141.192818&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Fosterton,5956464,50.5256055,-108.312770,32,73,1,10.29,http://api.openweathermap.org/data/2.5/weather?lat=50.5256055&lon=-108.312770&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Rogers City,5007477,45.648148,-83.637930,19.89,79,90,10.29,http://api.openweathermap.org/data/2.5/weather?lat=45.648148&lon=-83.637930&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kellevie,2161708,-42.733679,147.850650,57.2,76,20,9.17,http://api.openweathermap.org/data/2.5/weather?lat=-42.733679&lon=147.850650&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Yakutat,5558615,59.650636,-139.682892,42.8,87,90,6.93,http://api.openweathermap.org/data/2.5/weather?lat=59.650636&lon=-139.682892&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Onon,2029610,48.885913,110.567160,-23.79,31,0,2.59,http://api.openweathermap.org/data/2.5/weather?lat=48.885913&lon=110.567160&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Adapazari,752850,40.802021,30.440578,37.4,100,0,2.04,http://api.openweathermap.org/data/2.5/weather?lat=40.802021&lon=30.440578&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Campo Belo,3467796,-20.824582,-45.238486,86.11,38,92,4.16,http://api.openweathermap.org/data/2.5/weather?lat=-20.824582&lon=-45.238486&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Plano,4304523,36.872666,-86.364183,54.48,40,1,12.75,http://api.openweathermap.org/data/2.5/weather?lat=36.872666&lon=-86.364183&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Lynn Lake,6062333,56.9299115,-100.065373,-2.21,84,90,9.17,http://api.openweathermap.org/data/2.5/weather?lat=56.9299115&lon=-100.065373&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Slantsy,492162,58.983254,28.749949,25.13,81,76,4.61,http://api.openweathermap.org/data/2.5/weather?lat=58.983254&lon=28.749949&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Higuerote,3639526,11.282291,-66.143415,80.48,100,0,7.29,http://api.openweathermap.org/data/2.5/weather?lat=11.282291&lon=-66.143415&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sovetskiy,1491230,61.120121,63.887550,3.58,83,48,2.48,http://api.openweathermap.org/data/2.5/weather?lat=61.120121&lon=63.887550&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Colville Lake,5926246,67.538518,-125.323330,8.35,79,88,19.93,http://api.openweathermap.org/data/2.5/weather?lat=67.538518&lon=-125.323330&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Rabochiy,1493855,59.753413,79.269007,13.39,89,80,2.59,http://api.openweathermap.org/data/2.5/weather?lat=59.753413&lon=79.269007&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Campo Verde,3467673,-21.162358,-54.094075,89.53,65,0,7.85,http://api.openweathermap.org/data/2.5/weather?lat=-21.162358&lon=-54.094075&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kaputa,176758,-8.897062,29.208925,68.56,100,80,2.82,http://api.openweathermap.org/data/2.5/weather?lat=-8.897062&lon=29.208925&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kalinova Popasnaya,707133,48.4709895,38.246357,40.12,73,76,14.79,http://api.openweathermap.org/data/2.5/weather?lat=48.4709895&lon=38.246357&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Recreo,3839263,-29.1698055,-65.105634,85.39,43,68,11.99,http://api.openweathermap.org/data/2.5/weather?lat=-29.1698055&lon=-65.105634&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Mould Bay,6079446,75.955176,-117.474482,3.67,82,48,13.89,http://api.openweathermap.org/data/2.5/weather?lat=75.955176&lon=-117.474482&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Tzucacab,3514961,19.9977145,-89.074873,76.93,49,20,4.38,http://api.openweathermap.org/data/2.5/weather?lat=19.9977145&lon=-89.074873&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nybyen,2729456,77.9077955,10.417448,36.16,100,32,19.82,http://api.openweathermap.org/data/2.5/weather?lat=77.9077955&lon=10.417448&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Hiroo,2130061,42.0711585,143.318296,35.98,100,0,23.73,http://api.openweathermap.org/data/2.5/weather?lat=42.0711585&lon=143.318296&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Mandiana,2417795,10.738562,-8.536075,83.36,22,0,4.38,http://api.openweathermap.org/data/2.5/weather?lat=10.738562&lon=-8.536075&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Krasnoznamenskoe,1521998,51.187722,69.219205,12.98,88,68,8.3,http://api.openweathermap.org/data/2.5/weather?lat=51.187722&lon=69.219205&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
The Village,949276,-28.8639735,33.310944,70.9,100,92,13.22,http://api.openweathermap.org/data/2.5/weather?lat=-28.8639735&lon=33.310944&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Curanilahue,3892892,-37.4409245,-73.051251,68,72,75,7.29,http://api.openweathermap.org/data/2.5/weather?lat=-37.4409245&lon=-73.051251&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Corral,3893516,-39.793055,-73.779341,68,64,0,14.99,http://api.openweathermap.org/data/2.5/weather?lat=-39.793055&lon=-73.779341&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Avalon,5325305,33.067194,-119.013762,76.5,6,1,3.36,http://api.openweathermap.org/data/2.5/weather?lat=33.067194&lon=-119.013762&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Taivalkoski,635141,65.8185715,27.778475,21.2,92,90,2.24,http://api.openweathermap.org/data/2.5/weather?lat=65.8185715&lon=27.778475&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Silver Bow County,5677822,45.8600455,-112.863589,24.8,58,1,1.92,http://api.openweathermap.org/data/2.5/weather?lat=45.8600455&lon=-112.863589&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Shihan as Sufla,70656,18.8083485,52.464264,53.93,43,0,6.17,http://api.openweathermap.org/data/2.5/weather?lat=18.8083485&lon=52.464264&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Tom Price,6354929,-21.9343425,118.549997,79.81,44,0,8.08,http://api.openweathermap.org/data/2.5/weather?lat=-21.9343425&lon=118.549997&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sachs Harbour,6137052,71.4711085,-127.279113,-4.39,81,0,14,http://api.openweathermap.org/data/2.5/weather?lat=71.4711085&lon=-127.279113&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kamboka,914555,-14.2107645,31.043448,68.02,98,92,6.62,http://api.openweathermap.org/data/2.5/weather?lat=-14.2107645&lon=31.043448&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Roberval,6125653,48.653735,-72.107962,1.4,77,90,3.36,http://api.openweathermap.org/data/2.5/weather?lat=48.653735&lon=-72.107962&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Seminole,4551042,35.292759,-96.600281,68.56,10,1,11.41,http://api.openweathermap.org/data/2.5/weather?lat=35.292759&lon=-96.600281&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Taniwel,1625027,-2.1144945,129.394479,84.22,100,32,3.27,http://api.openweathermap.org/data/2.5/weather?lat=-2.1144945&lon=129.394479&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Baykalovsk,1510695,69.480088,81.965836,0.38,75,64,8.08,http://api.openweathermap.org/data/2.5/weather?lat=69.480088&lon=81.965836&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Osterley,2154135,-42.2795025,146.770469,47.23,90,0,2.04,http://api.openweathermap.org/data/2.5/weather?lat=-42.2795025&lon=146.770469&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Alemanguan,1731450,10.8005675,119.188886,78.01,100,64,2.26,http://api.openweathermap.org/data/2.5/weather?lat=10.8005675&lon=119.188886&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Chukotskiy Avtonomnyy Okrug,2126099,67.4136765,174.493853,-10.02,68,8,12.21,http://api.openweathermap.org/data/2.5/weather?lat=67.4136765&lon=174.493853&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sidorukun,8197220,-9.872672,113.908346,79.63,100,88,12.66,http://api.openweathermap.org/data/2.5/weather?lat=-9.872672&lon=113.908346&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ohonua,4032384,-21.9498115,-174.675023,74.05,100,88,8.63,http://api.openweathermap.org/data/2.5/weather?lat=-21.9498115&lon=-174.675023&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Saint Marys,4278741,39.305979,-95.906925,57.67,22,1,26.4,http://api.openweathermap.org/data/2.5/weather?lat=39.305979&lon=-95.906925&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Berdyaush,577450,55.357086,58.986552,-0.48,64,56,2.82,http://api.openweathermap.org/data/2.5/weather?lat=55.357086&lon=58.986552&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Viola,5051458,44.0739615,-92.200947,32.9,95,90,9.17,http://api.openweathermap.org/data/2.5/weather?lat=44.0739615&lon=-92.200947&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Secovce,723637,48.729777,21.740051,42.64,86,90,6.93,http://api.openweathermap.org/data/2.5/weather?lat=48.729777&lon=21.740051&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kanniyakumari,1268008,7.719864,78.109417,81.97,100,0,6.96,http://api.openweathermap.org/data/2.5/weather?lat=7.719864&lon=78.109417&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bor,377241,6.670583,31.508089,85.03,32,12,9.42,http://api.openweathermap.org/data/2.5/weather?lat=6.670583&lon=31.508089&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Atikameg,5887973,56.471842,-114.688924,25.99,84,8,2.82,http://api.openweathermap.org/data/2.5/weather?lat=56.471842&lon=-114.688924&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ghayl Ba Wazir,75618,15.2645985,49.397532,47.81,66,0,4.72,http://api.openweathermap.org/data/2.5/weather?lat=15.2645985&lon=49.397532&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Moctezuma,3995647,29.839597,-109.213738,54.11,58,48,2.71,http://api.openweathermap.org/data/2.5/weather?lat=29.839597&lon=-109.213738&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Chitungwiza,1106542,-18.068867,31.062594,66.2,77,0,8.05,http://api.openweathermap.org/data/2.5/weather?lat=-18.068867&lon=31.062594&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Piterka,509269,50.715907,47.125355,33.68,96,88,9.31,http://api.openweathermap.org/data/2.5/weather?lat=50.715907&lon=47.125355&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Miðgarðar,2628310,67.722381,-18.097963,30.98,100,12,5.61,http://api.openweathermap.org/data/2.5/weather?lat=67.722381&lon=-18.097963&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
